 FileVersion=0003


       Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6     hKode7     hKode8     hKode9 ... 
       [T]          [L]         [L]        [L]        [L]        [L]        [L]        [L]       [L]        [L]        [L]

       30.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       30.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       30.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       31.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       32.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       33.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       34.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       35.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       36.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       37.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       38.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       39.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       40.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       41.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       42.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       43.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       44.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       45.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       46.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       47.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       48.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       49.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       50.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       51.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       52.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       53.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       54.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       55.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       56.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       57.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       58.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       59.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       60.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
